dataset,point,x,y,sigma
10,2,2.776961,-2.660949,0.866359
10,3,3.187520,-1.759849,1.223708
10,4,3.475777,-2.147941,0.407055
10,5,5.128615,-1.082150,0.370057
10,6,5.704610,-1.053887,0.216753
10,7,6.400867,-2.500457,1.194254
10,8,9.495615,0.485378,0.793398
10,9,9.505592,0.883913,1.041853
11,0,0.440781,1.062906,1.048531
11,1,0.692320,1.818766,0.540973
11,2,1.186129,2.023355,0.782262
11,3,1.890085,0.114918,1.698475
11,4,2.490382,1.428802,0.601740
11,5,3.780474,3.111465,1.481808
11,6,4.187526,3.589508,1.645182
11,7,5.153913,4.053600,1.754408
11,8,8.314083,4.925003,0.265292
11,9,9.867246,5.489291,0.269558
12,0,0.933375,-1.377272,0.389296
12,1,1.378883,-1.498563,0.248670
12,2,1.679727,-1.580482,0.549639
12,3,3.264431,0.200271,0.441677
12,4,3.537668,0.582653,0.505792
12,5,4.400392,2.329604,0.130403
12,6,5.501825,3.059206,0.659754
12,7,6.376157,4.083094,0.671494
12,8,8.439164,7.335603,0.564766
12,9,8.795518,7.974493,0.163628
13,0,0.345917,-0.532864,0.940682
13,1,0.832119,0.736867,0.637639
13,2,3.289341,5.218075,0.216196
13,3,3.989997,5.957161,1.114306
13,4,4.428432,8.757402,1.123845
13,5,6.246572,10.707269,0.827594
13,6,7.027544,13.375225,1.074186
13,7,8.997319,15.221165,0.512352
13,8,9.583343,17.053517,0.531604
13,9,9.866357,16.313354,1.155755
14,0,0.295235,3.669170,0.477880
14,1,1.725428,1.055437,2.220195
14,2,2.218421,2.699180,0.601720
14,3,3.493687,0.058452,0.555962
14,4,5.326649,-1.818229,1.046573
14,5,5.750413,-2.574591,1.002729
14,6,7.213620,-0.132578,2.187975
14,7,7.779498,-3.165865,1.198574
14,8,8.908260,-3.687122,1.003237
14,9,9.132706,-1.623583,1.532012
15,0,2.572032,-4.917668,1.233838
15,1,3.261231,-7.820618,2.231170
15,2,3.743502,-6.440986,1.187759
15,3,4.319268,-4.700264,2.582921
15,4,5.595967,-3.957517,2.846956
15,5,5.970552,-6.631951,2.145076
15,6,6.141376,-10.250777,0.957502
15,7,6.270089,-6.395466,1.556991
15,8,7.654714,-11.070535,1.180314
15,9,9.790207,-7.478089,1.380033
16,0,0.243767,6.446691,2.279560
16,1,0.247902,4.038185,0.673482
16,2,2.171950,2.648899,0.446096
16,3,3.316170,3.208456,0.709587
16,4,3.358593,5.291845,1.756847
16,5,3.800502,1.598637,0.673184
16,6,3.854707,4.123000,1.494127
16,7,3.855099,2.814279,1.666667
16,8,4.197768,2.768462,0.883678
16,9,6.209479,2.958128,1.952148
17,0,0.103870,0.262389,2.358967
17,1,0.661650,-7.522979,2.127594
17,2,0.917060,-2.889145,0.682460
17,3,0.937765,-1.451235,1.921954
17,4,1.553350,-7.000590,1.646233
17,5,1.955742,-3.130880,2.695959
17,6,3.540493,-5.424069,2.671496
17,7,7.190679,-7.303333,1.536003
17,8,8.148758,-8.432086,1.861469
17,9,8.403441,-5.033590,1.468586
18,0,1.992059,-0.134448,0.719750
18,1,2.283956,0.336008,0.577614
18,2,3.517827,1.290713,0.474844
18,3,4.074026,2.780147,0.627932
18,4,6.075549,5.583926,1.034970
18,5,6.118064,3.077634,1.404210
18,6,6.814719,3.136832,1.259272
18,7,8.295899,8.596068,0.458101
18,8,8.574675,6.689278,1.154132
18,9,9.965758,10.197760,0.364866
19,0,2.788602,6.230331,0.624884
19,1,3.695820,13.445453,2.028782
19,2,4.681140,8.763768,1.802386
19,3,5.740192,10.847092,0.658251
19,4,6.053066,11.626714,1.706374
19,5,6.239931,12.521070,0.832975
19,6,6.848253,13.803657,1.421155
19,7,7.402821,13.832625,1.303705
19,8,8.903205,17.089706,0.735313
19,9,9.754185,20.216528,1.195529
20,0,0.740042,4.502798,1.224141
20,1,0.997820,3.953428,1.316556
20,2,1.186487,3.005856,0.428950
20,3,2.331205,2.404859,0.827708
20,4,2.601106,3.375787,1.614259
20,5,2.880973,4.020606,1.010427
20,6,3.244922,4.409847,1.209747
20,7,4.849681,-0.381710,1.933831
20,8,5.782613,4.089930,2.095062
20,9,9.090238,5.583897,1.622649
21,0,0.082461,4.750832,1.244580
21,1,0.921819,4.466694,0.630927
21,2,7.380333,14.060935,0.410142
21,3,7.421769,14.671900,0.726932
21,4,7.747194,14.868344,0.222902
21,5,7.749267,15.673354,0.918010
21,6,8.728658,15.122891,0.590842
21,7,9.267278,16.526285,0.212360
21,8,9.606237,17.742551,1.305915
21,9,9.951678,18.174058,0.698096
22,0,0.015194,-2.758049,1.277317
22,1,1.189096,-2.919470,0.433448
22,2,2.181800,-3.137992,1.090986
22,3,2.648686,-3.280684,0.545635
22,4,3.403064,-2.783425,0.480237
22,5,3.946312,-1.030383,1.490471
22,6,4.120907,-1.203478,2.183715
22,7,4.382461,-2.193780,0.870073
22,8,9.453931,-2.445018,1.433925
22,9,9.615379,-2.712210,1.217598
23,0,3.094249,-2.905569,0.323743
23,1,3.347222,-3.258156,0.666961
23,2,3.407033,-3.329691,0.505817
23,3,3.496424,-3.786296,0.774567
23,4,4.289236,-3.429851,0.561751
23,5,4.745786,-2.396993,0.773108
23,6,5.603915,-4.717686,0.474456
23,7,8.385311,-6.936362,0.502874
23,8,8.508877,-6.175541,0.785875
23,9,9.558506,-6.765072,0.703978
24,0,0.134423,-2.062683,0.815480
24,1,0.776284,-0.929265,0.701488
24,2,3.032741,1.094512,0.991431
24,3,3.402750,0.235203,0.803542
24,4,3.816874,1.280640,0.645921
24,5,3.899289,1.832287,0.856921
24,6,4.703048,3.019599,0.491489
24,7,5.727822,4.685400,1.141150
24,8,7.006812,4.330789,1.135419
24,9,7.993422,5.244060,0.430998
25,0,1.876423,1.491508,0.805216
25,1,2.386683,2.714255,0.583451
25,2,2.688995,2.981605,0.289794
25,3,2.738292,2.610919,0.288206
25,4,3.743672,4.354533,0.560308
25,5,4.312345,4.717156,0.544974
25,6,5.277289,5.492351,0.256190
25,7,5.781134,6.155184,0.203544
25,8,6.469379,6.818832,0.341419
25,9,6.493443,6.155900,0.790899
26,0,0.713314,-1.306827,0.327469
26,1,1.293203,-1.151119,0.304339
26,2,1.372841,-1.041225,0.840491
26,3,2.965577,-0.664163,1.123530
26,4,3.703007,0.299952,0.676959
26,5,6.154722,1.853659,0.426738
26,6,6.360061,1.480140,0.192293
26,7,7.193674,1.853196,0.922721
26,8,8.288742,2.632911,0.342429
26,9,8.662711,2.957993,0.842150
27,0,0.453180,-1.904329,0.293344
27,1,1.669750,-2.926942,0.754511
27,2,3.134858,0.247047,0.335193
27,3,5.096165,1.626906,0.836591
27,4,5.907739,3.273394,0.323516
27,5,6.847465,4.836013,1.124974
27,6,8.082849,5.675785,1.071575
27,7,8.898619,4.643444,0.546729
27,8,9.231649,6.921236,1.080449
27,9,9.242131,6.611745,0.470730
28,0,0.086002,1.320450,0.567351
28,1,0.284571,3.584868,1.265210
28,2,0.644224,-1.077011,1.252739
28,3,3.916188,-6.831932,0.565380
28,4,4.018116,-5.858408,0.364698
28,5,5.087566,-10.060380,1.122592
28,6,5.900512,-9.726987,1.697853
28,7,7.638744,-13.677124,0.568623
28,8,8.617829,-15.629001,0.951379
28,9,9.337405,-19.018673,1.592956
29,0,0.540155,1.326869,1.152929
29,1,1.409550,2.995120,2.700712
29,2,2.638800,5.835689,0.670671
29,3,2.958513,7.651557,1.069687
29,4,3.117008,7.787404,2.398149
29,5,3.453533,8.718461,1.383785
29,6,4.354754,8.042816,0.991933
29,7,4.844354,12.011298,2.356791
29,8,4.977572,10.031162,2.508678
29,9,5.059869,9.827616,0.692438
30,0,0.804537,-7.144359,1.364812
30,1,1.443497,-4.169967,1.505748
30,2,2.712379,-5.119335,1.250841
30,3,2.797001,-6.549704,1.935802
30,4,3.660216,-12.233415,1.709548
30,5,4.466491,-12.460164,1.531053
30,6,5.494503,-16.270191,1.584753
30,7,5.963618,-15.321956,2.322422
30,8,6.434384,-12.581026,0.910599
30,9,6.885616,-12.619098,2.158363
31,0,0.700321,-5.632183,2.548860
31,1,1.472438,-2.870692,0.560809
31,2,1.851006,-1.806633,0.474493
31,3,3.192545,-0.518927,0.456195
31,4,3.976132,2.451018,1.703634
31,5,3.995923,1.554093,1.512032
31,6,4.892803,0.729678,1.228938
31,7,6.814054,4.734930,1.124211
31,8,8.642524,8.209588,0.896908
31,9,9.489800,10.416216,1.553298
32,0,1.414985,2.636897,1.914712
32,1,2.018613,7.861986,0.959263
32,2,2.610087,7.318924,1.726034
32,3,3.468672,9.864256,1.274782
32,4,4.118888,10.259597,0.651110
32,5,5.214986,13.524946,2.494159
32,6,6.310067,12.116639,2.718447
32,7,6.404636,15.113944,1.340019
32,8,7.591010,14.099008,1.112360
32,9,8.076554,17.285655,0.644059
33,0,0.158324,-1.430946,0.710904
33,1,0.282424,-1.456017,0.340556
33,2,0.702149,-0.503153,1.530164
33,3,2.715240,-0.986390,0.284441
33,4,3.945069,-1.943716,0.279593
33,5,4.066659,-1.081810,0.250552
33,6,4.199633,-0.694046,1.127305
33,7,7.231852,-1.449634,0.581592
33,8,9.282938,-3.192219,1.342004
33,9,9.529163,-1.290806,1.216384
34,0,1.157082,-10.197053,2.099457
34,1,1.380035,-4.011746,0.707742
34,2,1.644923,-4.701214,1.842051
34,3,1.866832,-3.279857,1.255500
34,4,2.072286,-5.834065,1.790593
34,5,2.176337,-4.702487,0.920539
34,6,2.948050,-5.130155,1.076109
34,7,7.046646,-7.168924,0.565093
34,8,7.961878,-6.287843,1.620495
34,9,8.439825,-8.026092,2.128877
35,0,1.376125,4.260262,0.905879
35,1,1.694365,4.052256,1.005870
35,2,2.048160,3.898120,1.050388
35,3,2.728359,6.660954,1.627986
35,4,4.732701,4.773912,0.768348
35,5,6.264297,4.660404,1.315346
35,6,6.595284,6.481422,0.715794
35,7,6.873056,6.267062,1.406454
35,8,7.072793,5.625725,1.191355
35,9,9.635933,5.559039,0.898664
36,0,0.345623,-0.296574,0.635142
36,1,0.815100,0.526462,0.419803
36,2,2.481437,4.299525,0.600899
36,3,5.141916,7.655768,0.437817
36,4,5.358777,8.124244,0.412664
36,5,5.550486,8.020773,0.311932
36,6,5.966695,8.897007,0.525782
36,7,6.513155,9.332432,0.186680
36,8,6.521314,9.331744,0.200088
36,9,9.884658,13.703193,0.458415
37,0,0.650757,-1.274325,0.509950
37,1,2.165901,-1.180162,1.438452
37,2,3.517664,-0.112869,0.714843
37,3,4.391054,1.175811,1.411237
37,4,4.771410,0.473495,1.069373
37,5,6.808142,2.395975,1.962427
37,6,7.135293,1.824266,1.615352
37,7,7.408821,0.120457,1.073161
37,8,9.621626,2.075944,1.448132
37,9,9.749996,1.602707,0.380140
38,0,1.304733,-0.480728,1.090971
38,1,2.377684,-2.774784,1.854302
38,2,2.609007,-3.044293,1.920489
38,3,4.115933,-2.571195,2.751787
38,4,4.424334,-2.274490,0.521598
38,5,4.934716,-2.149665,2.716102
38,6,5.212203,-3.972381,0.781551
38,7,5.911826,-1.046203,2.249010
38,8,6.418150,-4.408097,1.505150
38,9,8.098184,-8.174612,2.893504
39,0,0.077112,-4.275674,0.431239
39,1,1.776479,-3.871585,0.914344
39,2,2.099857,-1.948882,0.376810
39,3,2.875939,-0.206337,1.220212
39,4,4.724168,2.047727,1.509993
39,5,5.369242,1.106082,0.888957
39,6,6.030473,1.287775,0.340039
39,7,6.394386,1.404616,1.639757
39,8,7.731428,3.665728,1.658155
39,9,8.796251,4.480509,0.769884
40,0,0.045416,0.835326,1.286098
40,1,1.007336,-1.056798,0.221723
40,2,1.200664,-1.963673,1.119042
40,3,2.638051,-3.996410,0.348135
40,4,4.253820,-5.058160,0.880606
40,5,4.743259,-5.976932,0.687405
40,6,4.968685,-5.486870,1.239198
40,7,5.578660,-7.693847,0.845334
40,8,9.439372,-14.316263,1.149056
40,9,9.853253,-13.051178,1.119890
41,0,2.788720,5.487630,1.606915
41,1,2.867048,4.752092,1.088484
41,2,4.150780,7.056877,1.412611
41,3,4.414583,8.188757,2.152083
41,4,4.974907,8.853540,0.571566
41,5,5.680071,9.437748,1.569781
41,6,6.584953,13.406969,1.923589
41,7,9.232949,15.278063,1.308612
41,8,9.519743,16.209909,1.227781
41,9,9.601021,16.546497,0.917533
42,0,1.867916,3.247542,0.625980
42,1,3.012260,3.640822,0.802052
42,2,3.554498,1.647881,1.152217
42,3,3.691560,2.167986,0.425511
42,4,3.860715,1.523200,0.798240
42,5,6.201377,1.200514,0.465770
42,6,7.499296,0.325859,1.283587
42,7,7.954048,2.784116,1.214723
42,8,8.196669,0.333085,0.706626
42,9,9.759623,-0.552592,0.499374
43,0,1.632977,3.832387,2.742593
43,1,2.681380,8.265692,1.568567
43,2,2.683016,5.464614,1.958758
43,3,3.808674,12.382611,2.280086
43,4,4.335319,10.124470,0.893110
43,5,5.502050,11.060716,1.277089
43,6,5.902744,13.869330,0.529889
43,7,8.313375,13.422697,2.647159
43,8,8.502521,15.944049,1.496337
43,9,8.710944,16.824282,1.557620
44,0,0.432110,-4.489476,2.085007
44,1,1.093840,-3.150814,1.140441
44,2,1.144424,-3.430084,1.115712
44,3,2.006546,-2.007054,2.058191
44,4,5.616276,-0.495621,0.895556
44,5,6.063378,-1.212127,2.053813
44,6,6.304935,-0.888342,0.782749
44,7,7.739580,0.133069,2.195199
44,8,7.941663,0.323376,0.956479
44,9,7.961391,0.881346,2.063950
45,0,0.694861,1.355086,0.362427
45,1,1.250774,1.939484,0.307617
45,2,1.889519,2.316287,0.492873
45,3,3.948299,6.356592,1.006747
45,4,4.632174,5.333987,0.547099
45,5,5.450683,6.482283,0.810834
45,6,6.325504,5.064484,1.204413
45,7,6.483323,6.528074,0.415509
45,8,7.114968,7.679905,0.547977
45,9,7.417303,6.104723,0.856530
46,0,1.712050,6.577396,0.291918
46,1,2.858294,6.732152,1.209547
46,2,4.192510,11.862566,0.798362
46,3,4.959485,11.165944,1.146017
46,4,5.153318,11.706800,1.400154
46,5,5.335785,11.812867,0.824394
46,6,5.424931,11.259153,0.435218
46,7,7.142146,13.953953,1.086682
46,8,8.427584,15.243957,0.929248
46,9,8.624885,16.014261,0.612022
47,0,0.574928,0.668749,2.385802
47,1,1.279598,2.912076,1.259768
47,2,1.608280,3.033315,1.002843
47,3,2.856427,4.697292,0.613445
47,4,5.147697,6.771832,2.292809
47,5,5.974395,6.071057,0.591923
47,6,8.854459,7.617386,1.787013
47,7,9.049609,10.049084,0.771322
47,8,9.887528,10.309999,0.990762
47,9,9.998825,9.556596,1.930723
48,0,0.319962,-2.931283,0.270662
48,1,1.897603,-5.989429,0.241104
48,2,2.086541,-6.528996,0.129891
48,3,3.667357,-9.338764,0.365495
48,4,4.080595,-9.311209,0.615891
48,5,4.141409,-10.093598,0.328147
48,6,5.838403,-12.821540,0.562850
48,7,6.556116,-15.632318,0.507790
48,8,9.064112,-20.517025,0.432700
48,9,9.815110,-20.811312,0.352554
49,0,0.986633,-0.947529,0.698078
49,1,1.623782,-1.108559,0.759831
49,2,2.591201,-2.528398,1.026119
49,3,4.922365,-2.236131,0.525810
49,4,6.173820,-3.966646,0.448882
49,5,6.201008,-3.657223,0.389729
49,6,6.307305,-3.298083,0.225655
49,7,6.342433,-5.102564,0.870581
49,8,7.292467,-3.187170,0.456563
49,9,9.927602,-4.446123,0.647795
50,0,0.223249,1.034627,1.212982
50,1,0.367099,1.535668,1.431758
50,2,0.397393,-1.344058,1.500918
50,3,3.282214,-2.798144,0.740217
50,4,3.563214,-2.307340,1.751115
50,5,5.904503,-11.505087,1.883363
50,6,7.755466,-11.286309,2.033256
50,7,8.548259,-12.760230,1.640225
50,8,9.552951,-10.832558,0.603838
50,9,9.868980,-13.478906,0.536058
51,0,0.244524,4.093862,0.453423
51,1,0.794895,3.642660,0.245200
51,2,2.032757,3.347774,0.564829
51,3,2.058494,2.661176,0.358361
51,4,2.830332,1.897112,0.475702
51,5,3.725296,1.497764,0.330863
51,6,5.025484,-0.653343,0.615794
51,7,5.307509,-1.301626,0.721500
51,8,6.267312,-1.702525,0.391216
51,9,7.063720,-1.570785,0.600301
52,0,2.055449,2.835087,0.489918
52,1,4.546407,3.814126,0.666125
52,2,5.669920,3.659815,1.071645
52,3,6.681767,6.930546,1.861058
52,4,7.047185,5.671912,0.959929
52,5,7.914890,4.030637,1.066161
52,6,8.019631,5.540588,0.476521
52,7,9.134202,8.696341,1.978041
52,8,9.236523,2.531954,1.627291
52,9,9.635127,5.099035,1.365273
53,0,0.390065,-4.787309,1.980003
53,1,3.892928,-0.359501,0.778498
53,2,5.527743,2.903970,0.957507
53,3,6.564305,6.495025,1.401741
53,4,6.815015,6.246909,2.398002
53,5,7.204989,6.464309,1.174448
53,6,7.945298,2.795690,1.410447
53,7,8.148624,6.063691,1.813899
53,8,8.547381,8.706538,1.928299
53,9,8.555321,7.280354,1.038816
54,0,0.191011,-2.325217,1.246820
54,1,0.876875,-5.802171,0.749771
54,2,3.389088,-5.242575,1.555544
54,3,5.255560,-9.368671,1.066173
54,4,5.305244,-10.807773,0.677431
54,5,5.746019,-10.588282,1.061299
54,6,7.779180,-11.562915,1.490470
54,7,7.978432,-14.464977,0.398954
54,8,8.410777,-17.452673,2.180969
54,9,9.317333,-15.339524,1.153548
55,0,3.903603,4.295014,1.707436
55,1,4.525424,4.391372,0.803479
55,2,5.455250,6.651380,0.463049
55,3,6.762114,8.330415,0.316208
55,4,6.771875,8.718027,0.543512
55,5,7.295188,8.624738,0.859956
55,6,7.868206,9.022796,0.501296
55,7,8.090631,9.906949,0.740255
55,8,8.729892,9.929929,1.278992
55,9,9.344134,10.997014,0.474486
56,0,0.580814,1.986918,2.464956
56,1,1.922081,4.399590,1.848470
56,2,2.523935,3.153755,2.226404
56,3,4.021930,1.434585,2.739938
56,4,5.595235,7.709517,2.817176
56,5,6.386316,2.714269,0.801832
56,6,6.510702,3.038334,1.938518
56,7,8.066896,2.520407,1.432349
56,8,8.157503,1.515923,1.624392
56,9,9.378190,3.039025,0.560796
57,0,1.724563,-7.449614,1.309147
57,1,2.563350,-7.029455,1.670323
57,2,2.986608,-9.395205,1.226710
57,3,3.528737,-9.586609,1.485074
57,4,3.846849,-12.825907,1.721072
57,5,4.159728,-10.054820,0.999104
57,6,5.292477,-16.173657,1.704922
57,7,6.467191,-15.044741,0.498887
57,8,6.968058,-17.576268,1.088201
57,9,8.094708,-19.210330,0.969171
58,0,0.679792,2.860773,0.590004
58,1,0.917976,1.920968,2.027578
58,2,0.988862,3.487619,1.062524
58,3,1.876361,1.187419,1.644634
58,4,4.873354,-3.077470,1.473966
58,5,4.930401,-2.998953,2.207985
58,6,5.285165,-2.878000,2.016577
58,7,9.247592,-8.961446,1.882801
58,8,9.441694,-9.112837,0.377156
58,9,9.699753,-9.781296,1.161308
59,0,1.291771,2.548434,1.717792
59,1,3.015222,5.790213,0.720618
59,2,4.783817,7.944267,0.892125
59,3,6.205282,9.686184,1.967587
59,4,6.704624,13.501719,0.911672
59,5,7.223707,13.459799,1.247551
59,6,7.539672,12.878406,0.603209
59,7,7.633680,13.710598,1.493341
59,8,8.494050,14.955062,1.383929
59,9,9.837807,18.655115,1.568589
60,0,1.052924,-1.433122,0.673478
60,1,1.280472,-1.664487,0.174565
60,2,1.662586,-0.140661,0.592955
60,3,1.744789,-0.074678,0.649642
60,4,4.007970,4.233746,0.589084
60,5,4.817060,4.630729,0.367561
60,6,5.611589,6.389874,0.271277
60,7,7.126656,9.152349,0.441967
60,8,7.489584,10.549942,0.900897
60,9,8.900296,12.228025,0.338800
61,0,1.128178,-3.979911,0.364343
61,1,3.965626,-6.537424,0.737912
61,2,5.999679,-6.218633,1.316290
61,3,6.452446,-5.822125,0.779343
61,4,6.765005,-6.960369,1.025755
61,5,7.421238,-6.992868,0.572830
61,6,7.578366,-7.678488,1.439754
61,7,8.227572,-10.455577,1.198316
61,8,8.855718,-7.468074,1.783379
61,9,9.211546,-8.680175,0.698606
62,0,0.220636,-0.666646,0.899824
62,1,1.420948,-0.763601,0.184896
62,2,6.028553,-1.424850,0.185953
62,3,6.061912,-1.571930,0.426705
62,4,6.810242,-1.925556,0.411803
62,5,7.477012,-0.813946,0.560875
62,6,8.550212,-1.492349,0.626402
62,7,8.990402,-1.108806,0.794300
62,8,9.401093,-2.677856,0.921837
62,9,9.809371,-2.725351,0.765025
63,0,0.302204,4.477608,1.003745
63,1,3.242491,7.497886,1.434175
63,2,4.484647,7.752844,1.114882
63,3,5.002382,7.918793,0.814732
63,4,7.107724,8.071612,0.539141
63,5,7.745176,8.938122,1.208390
63,6,8.086983,7.250608,1.154560
63,7,8.253239,9.764888,0.292527
63,8,9.278503,10.301410,0.765285
63,9,9.441267,10.825095,1.428194
64,0,0.574013,2.471779,0.293465
64,1,2.965254,1.727736,0.860868
64,2,3.218524,1.689455,0.757184
64,3,4.165159,1.744433,0.571592
64,4,4.405208,1.537001,0.812038
64,5,5.867377,1.977626,0.808740
64,6,7.215306,0.178674,0.599470
64,7,8.359888,0.066039,0.702442
64,8,8.609498,-0.266923,0.773264
64,9,8.642169,1.178341,0.711154
65,0,0.297488,4.429339,1.169395
65,1,1.975331,5.577486,1.111154
65,2,2.093294,4.984205,0.339851
65,3,2.987861,7.650545,0.938909
65,4,3.547491,7.194950,1.027416
65,5,4.985972,7.165874,1.313271
65,6,5.414213,7.869414,0.881791
65,7,5.897819,9.200422,0.611187
65,8,8.684790,10.547533,0.648113
65,9,8.897564,10.620331,0.594248
66,0,0.986647,6.200227,2.009401
66,1,1.357512,4.380486,2.545242
66,2,2.610190,7.711849,0.691446
66,3,4.281233,12.917497,2.659473
66,4,4.632429,9.301551,1.449124
66,5,5.361024,9.652914,1.156997
66,6,6.187735,9.773861,2.791450
66,7,6.880577,10.745566,0.669726
66,8,8.566193,13.493859,0.513177
66,9,9.337590,14.856582,0.966646
67,0,0.069717,1.834168,0.178285
67,1,0.180308,2.380510,0.575246
67,2,1.986110,1.417232,0.697801
67,3,2.414019,1.925085,0.151571
67,4,3.061949,1.143608,0.790210
67,5,4.303612,1.300008,0.261458
67,6,4.345122,1.864685,0.513212
67,7,4.648356,1.470530,0.177775
67,8,8.091258,1.383446,0.678477
67,9,8.878150,0.802410,0.763274
68,0,1.635485,2.538845,1.014118
68,1,2.671371,3.989286,0.577855
68,2,4.127153,4.959521,2.313178
68,3,4.576455,6.844310,1.742645
68,4,4.787870,9.133286,1.830808
68,5,6.440763,10.019479,1.185200
68,6,7.506942,13.328658,2.241579
68,7,8.657641,12.585408,2.294741
68,8,9.067027,13.814776,1.895432
68,9,9.348467,12.021222,1.289808
69,0,0.222713,2.571807,0.099662
69,1,0.915851,1.697774,0.524081
69,2,1.125016,2.021248,0.264159
69,3,1.126168,1.568203,0.148025
69,4,1.706042,0.086060,0.458450
69,5,1.998391,0.700938,0.435312
69,6,2.864541,-1.105947,0.298639
69,7,4.027557,-2.482185,0.134809
69,8,8.624457,-8.247495,0.255973
69,9,9.730432,-9.031336,0.456769
70,0,0.965591,2.651987,1.048622
70,1,1.057229,3.086258,0.395068
70,2,1.748892,2.223867,0.495939
70,3,2.830484,0.142285,0.665557
70,4,3.978429,-1.885087,0.654327
70,5,4.594804,-3.291714,0.673405
70,6,6.196356,-5.061910,0.799501
70,7,6.460459,-4.289772,0.979389
70,8,6.656682,-6.239930,0.470780
70,9,8.642171,-9.652421,0.516513
71,0,0.145823,2.760766,0.560705
71,1,2.852946,5.353224,0.532799
71,2,6.551942,9.229437,1.310413
71,3,6.802200,8.218820,0.926993
71,4,6.846789,10.496946,1.070757
71,5,7.112875,10.231112,1.744666
71,6,7.470307,8.646073,0.916673
71,7,7.725058,10.194710,0.470572
71,8,7.961172,9.013357,0.586797
