dataset,point,x,y,sigma
5,5,5.582974,0.959123,1.357423
5,6,6.631834,2.898712,1.357423
5,7,6.989152,5.732904,1.357423
5,8,8.196546,3.403973,1.357423
5,9,9.584801,5.664545,1.357423
6,0,1.009808,-4.619658,1.456182
6,1,1.136380,-4.372347,1.456182
6,2,2.165235,-6.851722,1.456182
6,3,2.387448,-5.734619,1.456182
6,4,2.671989,-5.706556,1.456182
6,5,3.187821,-7.097969,1.456182
6,6,3.676794,-4.907774,1.456182
6,7,5.858895,-9.504254,1.456182
6,8,6.679799,-8.569831,1.456182
6,9,9.144561,-12.638972,1.456182
7,0,0.738960,-3.001377,0.336558
7,1,1.204691,-2.554012,0.336558
7,2,1.678237,-1.006683,0.336558
7,3,2.078549,-0.989676,0.336558
7,4,3.351350,1.070579,0.336558
7,5,4.658125,4.581538,0.336558
7,6,5.675652,5.852385,0.336558
7,7,8.533137,11.329742,0.336558
7,8,9.363122,13.507263,0.336558
7,9,9.578420,13.643410,0.336558
8,0,1.779142,0.416138,0.493763
8,1,2.887916,-0.614652,0.493763
8,2,3.562216,-0.529392,0.493763
8,3,4.618836,-1.536755,0.493763
8,4,4.986689,-1.829867,0.493763
8,5,5.494716,-3.025815,0.493763
8,6,5.770798,-3.210938,0.493763
8,7,6.419176,-2.770323,0.493763
8,8,7.743820,-3.861439,0.493763
8,9,9.051507,-4.764096,0.493763
9,0,1.775165,-2.686694,0.325134
9,1,2.706809,-3.629084,0.325134
9,2,2.817602,-3.296467,0.325134
9,3,4.209927,-3.761857,0.325134
9,4,4.275645,-4.019893,0.325134
9,5,4.929362,-4.225169,0.325134
9,6,5.324478,-4.660458,0.325134
9,7,5.879702,-4.700714,0.325134
9,8,6.373601,-5.007323,0.325134
9,9,9.191305,-5.651445,0.325134
10,0,0.249236,0.653670,0.822282
10,1,0.763550,1.931609,0.822282
10,2,1.177131,1.781908,0.822282
10,3,1.381691,1.437831,0.822282
10,4,2.348391,2.275794,0.822282
10,5,4.849152,1.270862,0.822282
10,6,4.946567,-0.062989,0.822282
10,7,7.768483,-1.846772,0.822282
10,8,9.461830,-4.216198,0.822282
10,9,9.936569,-4.469484,0.822282
11,0,0.164595,5.973828,0.827688
11,1,0.461870,5.553012,0.827688
11,2,2.005304,3.716224,0.827688
11,3,5.149393,5.065976,0.827688
11,4,5.424459,3.532738,0.827688
11,5,6.442477,3.503705,0.827688
11,6,7.854340,5.596101,0.827688
11,7,8.756599,5.135627,0.827688
11,8,9.377589,4.517038,0.827688
11,9,9.994365,3.372291,0.827688
12,0,3.532557,9.460233,1.355601
12,1,4.171774,8.498209,1.355601
12,2,4.307070,9.005333,1.355601
12,3,4.970226,7.775233,1.355601
12,4,5.220921,13.278122,1.355601
12,5,7.419162,14.817110,1.355601
12,6,7.464710,13.794366,1.355601
12,7,7.744688,14.073252,1.355601
12,8,9.108221,16.723106,1.355601
12,9,9.835673,16.358052,1.355601
13,0,0.853562,-0.830732,0.360551
13,1,0.975151,-0.663864,0.360551
13,2,1.830154,-1.358600,0.360551
13,3,1.931700,-0.793902,0.360551
13,4,3.995968,-1.777465,0.360551
13,5,5.118814,-2.560398,0.360551
13,6,5.257783,-2.179438,0.360551
13,7,8.418956,-2.843423,0.360551
13,8,8.573010,-2.586573,0.360551
13,9,8.851177,-2.307147,0.360551
14,0,1.470465,0.165128,0.778463
14,1,4.016850,3.388457,0.778463
14,2,4.653517,5.067745,0.778463
14,3,6.823799,8.084178,0.778463
14,4,7.115106,10.197613,0.778463
14,5,8.270938,10.327341,0.778463
14,6,9.002654,12.203293,0.778463
14,7,9.083535,12.266402,0.778463
14,8,9.366989,11.533474,0.778463
14,9,9.606887,11.797903,0.778463
15,0,1.669134,-6.571387,1.092447
15,1,2.864487,-5.217026,1.092447
15,2,2.929159,-7.631773,1.092447
15,3,3.806952,-6.623313,1.092447
15,4,4.677001,-7.931510,1.092447
15,5,5.157744,-9.864665,1.092447
15,6,6.576468,-12.411076,1.092447
15,7,7.770490,-13.642593,1.092447
15,8,7.825154,-16.980229,1.092447
15,9,9.421656,-18.538566,1.092447
16,0,0.301885,3.495159,0.583549
16,1,0.485051,3.562689,0.583549
16,2,2.486482,3.597459,0.583549
16,3,3.049192,2.734624,0.583549
16,4,4.341822,1.491985,0.583549
16,5,4.736052,1.126306,0.583549
16,6,5.254697,1.476274,0.583549
16,7,5.982968,0.806885,0.583549
16,8,6.571232,0.746462,0.583549
16,9,9.302937,-0.502451,0.583549
17,0,0.338727,1.038421,0.604755
17,1,0.547311,0.915165,0.604755
17,2,0.748264,0.036406,0.604755
17,3,2.141788,-1.649948,0.604755
17,4,3.164786,-2.396285,0.604755
17,5,3.953771,-3.975415,0.604755
17,6,6.626821,-7.347584,0.604755
17,7,7.202445,-7.743124,0.604755
17,8,7.401312,-7.225349,0.604755
17,9,8.695516,-8.370305,0.604755
18,0,0.591946,1.672676,0.648727
18,1,0.745874,2.354343,0.648727
18,2,0.836277,2.586981,0.648727
18,3,1.249996,2.991595,0.648727
18,4,2.320455,4.429014,0.648727
18,5,3.310937,4.693903,0.648727
18,6,6.021362,9.366877,0.648727
18,7,8.806351,12.430235,0.648727
18,8,9.314995,11.954293,0.648727
18,9,9.320824,12.744780,0.648727
19,0,0.896207,-2.622004,0.563410
19,1,1.285829,-2.783997,0.563410
19,2,2.075204,0.141217,0.563410
19,3,3.308995,0.587404,0.563410
19,4,6.014042,3.488708,0.563410
19,5,6.089078,3.042749,0.563410
19,6,6.615531,2.871008,0.563410
19,7,7.314764,4.506359,0.563410
19,8,8.953686,5.720399,0.563410
19,9,9.632476,6.224995,0.563410
20,0,1.949619,-5.459415,0.784594
20,1,2.305074,-6.695011,0.784594
20,2,2.588291,-7.517147,0.784594
20,3,3.250881,-6.452861,0.784594
20,4,6.710113,-6.605020,0.784594
20,5,8.268080,-8.266713,0.784594
20,6,8.276226,-10.238480,0.784594
20,7,8.398658,-9.552957,0.784594
20,8,8.760714,-8.527730,0.784594
20,9,8.848801,-7.823402,0.784594
21,0,1.074284,0.107945,1.138314
21,1,1.638178,2.431876,1.138314
21,2,2.665006,2.913395,1.138314
21,3,3.060863,5.155565,1.138314
21,4,3.499642,3.070483,1.138314
21,5,5.828599,5.051584,1.138314
21,6,7.932837,9.052216,1.138314
21,7,8.250135,7.835488,1.138314
21,8,8.712076,7.812221,1.138314
21,9,8.940307,10.556596,1.138314
22,0,1.152692,0.971937,0.894869
22,1,3.525113,7.861925,0.894869
22,2,5.467064,11.935836,0.894869
22,3,5.866688,12.167953,0.894869
22,4,5.914193,14.873891,0.894869
22,5,6.755103,14.097500,0.894869
22,6,7.161355,14.440207,0.894869
22,7,9.120736,18.780270,0.894869
22,8,9.265764,18.029918,0.894869
22,9,9.446171,17.885165,0.894869
23,0,0.917154,3.989172,0.993945
23,1,1.887806,3.843346,0.993945
23,2,3.471793,1.751006,0.993945
23,3,5.091941,4.887582,0.993945
23,4,5.414657,3.225662,0.993945
23,5,7.621391,5.407162,0.993945
23,6,7.697292,4.763326,0.993945
23,7,8.472292,5.493101,0.993945
23,8,8.588458,5.445249,0.993945
23,9,8.819029,5.844680,0.993945
24,0,4.195809,-6.216818,1.198630
24,1,4.843507,-8.348638,1.198630
24,2,5.874149,-8.417308,1.198630
24,3,6.333030,-9.056147,1.198630
24,4,6.718490,-7.941071,1.198630
24,5,6.746454,-9.369804,1.198630
24,6,7.162948,-10.411231,1.198630
24,7,9.338883,-11.283582,1.198630
24,8,9.547724,-8.006906,1.198630
24,9,9.765865,-11.204045,1.198630
25,0,1.453366,-0.698788,1.334983
25,1,1.623852,-3.225076,1.334983
25,2,2.094292,-2.595176,1.334983
25,3,2.589352,-3.010178,1.334983
25,4,3.744043,-4.526978,1.334983
25,5,3.824557,-5.203973,1.334983
25,6,4.493700,-4.707821,1.334983
25,7,5.928293,-8.053827,1.334983
25,8,7.747330,-11.117829,1.334983
25,9,9.805186,-15.324126,1.334983
26,0,0.554182,2.719364,1.388557
26,1,0.932556,2.616795,1.388557
26,2,2.841845,3.769430,1.388557
26,3,4.537727,2.816161,1.388557
26,4,6.088586,6.192144,1.388557
26,5,6.834897,5.936669,1.388557
26,6,7.499651,4.846967,1.388557
26,7,7.963264,6.270093,1.388557
26,8,8.057204,3.021057,1.388557
26,9,8.606094,5.249015,1.388557
27,0,0.631233,0.338950,1.029950
27,1,1.780537,4.187049,1.029950
27,2,2.280567,5.016656,1.029950
27,3,3.410494,5.805574,1.029950
27,4,4.004563,7.368644,1.029950
27,5,7.068939,11.629320,1.029950
27,6,7.107198,10.152401,1.029950
27,7,8.101457,12.501461,1.029950
27,8,9.226139,14.802838,1.029950
27,9,9.700481,14.894341,1.029950
28,0,0.249711,4.088740,1.404753
28,1,2.515278,0.020519,1.404753
28,2,3.017470,0.535573,1.404753
28,3,5.257346,-2.361319,1.404753
28,4,5.329965,-3.668418,1.404753
28,5,6.817674,-3.127698,1.404753
28,6,8.911273,-5.822811,1.404753
28,7,9.175002,-7.964225,1.404753
28,8,9.575457,-7.460713,1.404753
28,9,9.906396,-6.826564,1.404753
29,0,0.798104,0.660649,1.006655
29,1,4.273334,4.381773,1.006655
29,2,4.398439,3.066570,1.006655
29,3,5.409625,6.711805,1.006655
29,4,6.071667,6.674325,1.006655
29,5,6.089066,6.346565,1.006655
29,6,7.765126,9.774906,1.006655
29,7,7.965971,7.100184,1.006655
29,8,8.480012,8.733706,1.006655
29,9,9.212734,10.049974,1.006655
30,0,0.157119,-1.738370,0.921308
30,1,0.317864,0.845296,0.921308
30,2,0.777693,-0.296342,0.921308
30,3,3.821946,0.464688,0.921308
30,4,5.054269,-1.502694,0.921308
30,5,6.635756,1.052323,0.921308
30,6,7.057424,0.294370,0.921308
30,7,7.854678,1.971012,0.921308
30,8,9.197663,2.740575,0.921308
30,9,9.807575,3.109596,0.921308
31,0,0.014144,1.934721,1.067944
31,1,1.492562,1.417333,1.067944
31,2,2.658393,1.734849,1.067944
31,3,2.875922,0.141411,1.067944
31,4,3.713637,-0.214266,1.067944
31,5,4.167621,-0.253229,1.067944
31,6,6.246787,1.049125,1.067944
31,7,6.745174,2.459099,1.067944
31,8,8.106950,0.231023,1.067944
31,9,9.906654,1.674836,1.067944
32,0,0.848821,2.495702,0.388440
32,1,5.371629,-3.170514,0.388440
32,2,6.322590,-3.524145,0.388440
32,3,7.543905,-4.285585,0.388440
32,4,7.842517,-4.469855,0.388440
32,5,8.403622,-5.367801,0.388440
32,6,8.806376,-5.387942,0.388440
32,7,8.940285,-6.490330,0.388440
32,8,9.276019,-5.951001,0.388440
32,9,9.534377,-6.644285,0.388440
33,0,2.883498,3.152849,0.973456
33,1,5.531682,5.845754,0.973456
33,2,6.394181,6.216378,0.973456
33,3,7.078781,8.750164,0.973456
33,4,7.663920,9.033179,0.973456
33,5,7.934943,7.211450,0.973456
33,6,8.248314,8.430490,0.973456
33,7,8.492846,7.840769,0.973456
33,8,9.671155,11.668037,0.973456
33,9,9.798729,10.416169,0.973456
34,0,1.848009,4.682551,1.241778
34,1,3.132398,5.270685,1.241778
34,2,3.893369,5.529819,1.241778
34,3,4.345209,6.532432,1.241778
34,4,7.406825,7.786042,1.241778
34,5,8.380500,9.201340,1.241778
34,6,8.463292,10.615064,1.241778
34,7,9.022353,11.463107,1.241778
34,8,9.926712,9.532920,1.241778
34,9,9.985020,10.271444,1.241778
35,0,0.556507,2.562034,1.008200
35,1,0.610862,1.529031,1.008200
35,2,2.045260,-1.257315,1.008200
35,3,3.221286,-2.607202,1.008200
35,4,3.489719,-3.026699,1.008200
35,5,3.998895,-5.372981,1.008200
35,6,4.518702,-6.199467,1.008200
35,7,6.591014,-8.551688,1.008200
35,8,8.867934,-12.830446,1.008200
35,9,9.510702,-14.727007,1.008200
36,0,0.401780,-0.487962,1.300101
36,1,3.018510,-1.687228,1.300101
36,2,3.424644,-1.761638,1.300101
36,3,3.724301,-3.045844,1.300101
36,4,4.300394,-3.419294,1.300101
36,5,5.745739,-5.165100,1.300101
36,6,5.985758,-2.771353,1.300101
36,7,7.292527,-2.846523,1.300101
36,8,8.817514,-4.352093,1.300101
36,9,9.712301,-4.802737,1.300101
37,0,0.143067,2.531098,1.039649
37,1,0.922817,1.994379,1.039649
37,2,2.196274,1.586823,1.039649
37,3,4.570180,6.753839,1.039649
37,4,4.635670,4.747945,1.039649
37,5,5.148823,8.294738,1.039649
37,6,5.790629,8.873858,1.039649
37,7,6.067233,6.852531,1.039649
37,8,6.802894,7.074758,1.039649
37,9,7.659537,8.465003,1.039649
38,0,0.857405,-1.045523,1.197131
38,1,3.692764,2.488115,1.197131
38,2,4.066177,5.493659,1.197131
38,3,6.327254,5.853013,1.197131
38,4,6.520653,11.060555,1.197131
38,5,6.871078,8.762187,1.197131
38,6,7.662621,11.248892,1.197131
38,7,7.960140,9.055472,1.197131
38,8,9.550448,12.725364,1.197131
38,9,9.913543,13.757760,1.197131
39,0,0.748195,-3.271562,1.330387
39,1,3.440417,-6.282934,1.330387
39,2,3.665832,-6.304054,1.330387
39,3,4.866879,-10.913728,1.330387
39,4,5.917964,-12.035316,1.330387
39,5,5.955775,-10.852109,1.330387
39,6,6.814141,-10.502750,1.330387
39,7,7.862190,-12.974155,1.330387
39,8,9.052436,-13.605438,1.330387
39,9,9.158185,-18.178713,1.330387
40,0,0.161039,-1.203621,1.073251
40,1,0.309138,-1.375878,1.073251
40,2,1.594741,-0.946618,1.073251
40,3,2.133075,-2.518940,1.073251
40,4,2.657789,-1.771751,1.073251
40,5,3.532581,-5.251097,1.073251
40,6,4.586545,-2.308301,1.073251
40,7,6.885114,-2.352181,1.073251
40,8,9.534958,-5.986663,1.073251
40,9,9.631975,-6.672531,1.073251
41,0,0.192559,-0.912654,0.357768
41,1,1.581658,-3.977028,0.357768
41,2,3.281305,-6.924288,0.357768
41,3,3.751710,-7.567507,0.357768
41,4,5.153149,-10.133319,0.357768
41,5,7.233443,-13.664025,0.357768
41,6,7.900586,-15.128207,0.357768
41,7,8.181714,-15.518476,0.357768
41,8,9.103433,-17.341027,0.357768
41,9,9.813772,-19.427406,0.357768
42,0,1.416507,0.195187,0.463326
42,1,3.022191,1.226914,0.463326
42,2,6.104646,5.456250,0.463326
42,3,6.390533,5.048092,0.463326
42,4,7.369896,7.108071,0.463326
42,5,7.975974,7.461414,0.463326
42,6,8.173508,6.361236,0.463326
42,7,9.241045,8.137071,0.463326
42,8,9.402324,9.081424,0.463326
42,9,9.473443,8.220378,0.463326
43,0,0.115929,-3.363171,0.311008
43,1,3.046568,-0.057885,0.311008
43,2,3.784286,1.071515,0.311008
43,3,3.934927,1.536121,0.311008
43,4,5.339385,4.153993,0.311008
43,5,6.163016,4.119423,0.311008
43,6,6.914435,5.564355,0.311008
43,7,7.195005,5.611736,0.311008
43,8,8.796756,7.851148,0.311008
43,9,9.487948,9.170956,0.311008
44,0,1.290039,-1.810180,0.365993
44,1,1.479296,-1.722753,0.365993
44,2,2.850736,-0.642129,0.365993
44,3,5.634199,-0.133602,0.365993
44,4,5.709539,-0.167241,0.365993
44,5,6.582118,-0.039371,0.365993
44,6,6.648110,0.360776,0.365993
44,7,8.078221,1.458474,0.365993
44,8,8.433603,0.604726,0.365993
44,9,9.297507,1.668097,0.365993
45,0,1.479316,-0.902360,0.723840
45,1,4.470017,-1.423492,0.723840
45,2,6.647067,-3.309139,0.723840
45,3,6.866725,-3.453991,0.723840
45,4,6.892663,-3.945556,0.723840
45,5,6.988675,-4.772551,0.723840
45,6,8.084101,-5.747473,0.723840
45,7,8.336534,-4.468767,0.723840
45,8,8.347596,-4.371950,0.723840
45,9,8.363509,-5.978266,0.723840
46,0,0.560272,-2.313292,0.541032
46,1,0.591069,-1.959861,0.541032
46,2,1.463035,-5.100635,0.541032
46,3,1.632590,-4.498337,0.541032
46,4,2.967784,-6.966750,0.541032
46,5,3.378527,-7.755749,0.541032
46,6,4.331690,-9.495764,0.541032
46,7,5.488426,-12.710604,0.541032
46,8,6.014493,-12.330422,0.541032
46,9,9.756602,-20.214750,0.541032
47,0,1.362369,-6.171224,1.219824
47,1,2.041393,-3.160378,1.219824
47,2,3.393158,-5.589180,1.219824
47,3,3.596297,-3.391246,1.219824
47,4,5.951958,-3.714275,1.219824
47,5,6.410985,-3.898145,1.219824
47,6,7.623877,-3.217524,1.219824
47,7,8.762580,-2.207775,1.219824
47,8,8.791823,-2.130441,1.219824
47,9,8.792312,-3.647585,1.219824
48,0,0.890995,3.305945,0.580407
48,1,4.913496,-0.752564,0.580407
48,2,4.960658,-1.240060,0.580407
48,3,5.611166,-2.128716,0.580407
48,4,6.626537,-3.953348,0.580407
48,5,7.929935,-5.273545,0.580407
48,6,8.592812,-5.861853,0.580407
48,7,9.243618,-6.727137,0.580407
48,8,9.495643,-6.908047,0.580407
48,9,9.827841,-8.081332,0.580407
49,0,0.788766,2.094793,0.777011
49,1,2.216714,2.435734,0.777011
49,2,3.240662,1.955073,0.777011
49,3,4.524734,1.948191,0.777011
49,4,5.887161,0.674231,0.777011
49,5,6.777524,0.844910,0.777011
49,6,6.835416,1.476258,0.777011
49,7,6.989472,1.463123,0.777011
49,8,7.173862,1.584982,0.777011
49,9,9.811954,-0.146889,0.777011
50,0,0.803748,-4.346417,0.934790
50,1,1.348214,-4.244250,0.934790
50,2,2.113035,-2.947425,0.934790
50,3,2.929887,-3.784929,0.934790
50,4,3.898898,-2.351775,0.934790
50,5,5.344617,-1.954179,0.934790
50,6,6.347877,-0.961366,0.934790
50,7,6.653282,-0.604490,0.934790
50,8,7.857854,-0.684489,0.934790
50,9,8.474807,-1.017105,0.934790
51,0,0.846031,-5.167034,1.252936
51,1,1.050506,-8.322375,1.252936
51,2,2.220407,-6.835196,1.252936
51,3,2.994117,-9.292170,1.252936
51,4,3.823594,-11.456286,1.252936
51,5,4.189742,-8.916373,1.252936
51,6,4.599748,-10.313739,1.252936
51,7,6.644195,-12.651853,1.252936
51,8,6.832503,-13.724385,1.252936
51,9,9.699117,-17.806947,1.252936
52,0,1.339461,-2.674486,1.362721
52,1,3.074378,-8.530036,1.362721
52,2,3.226416,-4.155397,1.362721
52,3,3.293920,-7.938774,1.362721
52,4,5.023710,-8.873124,1.362721
52,5,5.601100,-8.531189,1.362721
52,6,7.228854,-9.503249,1.362721
52,7,7.534771,-10.584329,1.362721
52,8,7.609384,-10.310036,1.362721
52,9,8.310245,-9.319802,1.362721
53,0,1.095242,-0.095934,1.276767
53,1,1.872569,2.506597,1.276767
53,2,3.646622,4.877647,1.276767
53,3,4.861258,6.956845,1.276767
53,4,4.887058,6.087467,1.276767
53,5,5.604156,8.468635,1.276767
53,6,7.458083,9.297391,1.276767
53,7,8.883839,10.794377,1.276767
53,8,8.961463,11.956194,1.276767
53,9,9.144804,9.842685,1.276767
54,0,0.735233,-2.820078,0.434261
54,1,1.336093,-3.263564,0.434261
54,2,3.149073,-3.041120,0.434261
54,3,3.549415,-3.663546,0.434261
54,4,4.042686,-3.512555,0.434261
54,5,4.088041,-3.418037,0.434261
54,6,6.230075,-4.421352,0.434261
54,7,8.073718,-4.955296,0.434261
54,8,8.096183,-4.913627,0.434261
54,9,9.167673,-5.145608,0.434261
55,0,2.154680,1.849611,0.610415
55,1,2.277391,1.331123,0.610415
55,2,2.337278,0.953044,0.610415
55,3,2.844460,2.732067,0.610415
55,4,3.357937,3.105843,0.610415
55,5,4.379231,3.857848,0.610415
55,6,6.041327,4.626755,0.610415
55,7,6.456230,6.021059,0.610415
55,8,7.047212,7.858443,0.610415
55,9,7.717189,6.448189,0.610415
56,0,1.702531,2.703506,1.338573
56,1,2.864911,1.016212,1.338573
56,2,3.458399,0.048536,1.338573
56,3,6.211942,0.960226,1.338573
56,4,6.640249,-2.171374,1.338573
56,5,7.187466,-1.381952,1.338573
56,6,8.449448,-0.810155,1.338573
56,7,8.770641,-1.663188,1.338573
56,8,9.231950,-2.338303,1.338573
56,9,9.955559,-2.867537,1.338573
57,0,0.143512,2.794844,1.076519
57,1,0.880454,5.073344,1.076519
57,2,2.187989,7.329337,1.076519
57,3,2.572848,7.450560,1.076519
57,4,2.693402,6.076898,1.076519
57,5,3.787138,8.385171,1.076519
57,6,4.487718,11.536402,1.076519
57,7,5.076647,12.033643,1.076519
57,8,5.080835,11.833374,1.076519
57,9,5.982899,12.952700,1.076519
58,0,0.632798,-0.438157,0.735253
58,1,1.810931,-0.681739,0.735253
58,2,3.824050,1.334588,0.735253
58,3,5.812782,5.121843,0.735253
58,4,6.269361,4.693289,0.735253
58,5,7.163860,4.821459,0.735253
58,6,7.682385,6.285754,0.735253
58,7,7.821126,5.376708,0.735253
58,8,8.600208,6.655089,0.735253
58,9,9.403361,8.334787,0.735253
59,0,2.510674,0.580645,0.326388
59,1,3.080033,-0.435297,0.326388
59,2,4.131476,-1.098389,0.326388
59,3,4.589351,-1.524013,0.326388
59,4,6.303713,-3.050065,0.326388
59,5,6.811403,-3.401141,0.326388
59,6,7.169232,-4.406014,0.326388
59,7,8.816054,-5.429809,0.326388
59,8,8.833614,-4.904659,0.326388
59,9,9.124033,-5.608012,0.326388
60,0,0.542694,3.429055,1.175561
60,1,0.612036,2.392190,1.175561
60,2,0.826699,1.699168,1.175561
60,3,2.322809,7.579392,1.175561
60,4,2.809169,4.241974,1.175561
60,5,2.858164,7.093567,1.175561
60,6,3.292587,6.340779,1.175561
60,7,4.681630,6.714394,1.175561
60,8,4.739227,6.900474,1.175561
60,9,8.599897,12.391704,1.175561
61,0,0.307053,7.066337,1.457730
61,1,0.836324,1.839512,1.457730
61,2,1.178120,2.698129,1.457730
61,3,1.427165,3.163579,1.457730
61,4,6.575979,2.038691,1.457730
61,5,6.708388,1.930742,1.457730
61,6,8.551431,1.660413,1.457730
61,7,8.803575,3.833184,1.457730
61,8,8.954115,3.137987,1.457730
61,9,9.527191,4.177413,1.457730
62,0,0.553126,4.077841,1.419909
62,1,1.924494,4.609027,1.419909
62,2,3.669808,7.061996,1.419909
62,3,4.317330,7.473580,1.419909
62,4,4.340140,6.160998,1.419909
62,5,4.473912,6.814860,1.419909
62,6,6.531863,9.205166,1.419909
62,7,6.991827,6.258681,1.419909
62,8,8.377073,5.170756,1.419909
62,9,9.238690,7.553031,1.419909
63,0,0.032963,-2.768084,0.768284
63,1,0.661401,-2.100693,0.768284
63,2,1.590612,-1.097042,0.768284
63,3,2.161895,-1.947566,0.768284
63,4,4.515629,-1.239580,0.768284
63,5,4.640062,-1.448229,0.768284
63,6,5.939128,0.650892,0.768284
63,7,8.198479,-0.048476,0.768284
63,8,8.294792,1.102898,0.768284
63,9,9.593707,0.133218,0.768284
64,0,0.362498,3.778870,0.327574
64,1,2.292268,6.544670,0.327574
64,2,3.699248,7.986079,0.327574
64,3,3.869636,8.175366,0.327574
64,4,4.663727,8.865037,0.327574
64,5,4.893251,9.692336,0.327574
64,6,5.878123,10.958320,0.327574
64,7,7.988427,13.098345,0.327574
64,8,8.122770,12.863342,0.327574
64,9,8.263049,14.290665,0.327574
65,0,0.490296,-3.204467,0.721384
65,1,0.549646,-3.936134,0.721384
65,2,0.685390,-2.811150,0.721384
65,3,3.150122,-5.366293,0.721384
65,4,3.254021,-6.484131,0.721384
65,5,6.656434,-8.628122,0.721384
65,6,6.797005,-8.576402,0.721384
65,7,6.813598,-8.930724,0.721384
65,8,7.618228,-9.698598,0.721384
65,9,8.676267,-11.242516,0.721384
66,0,1.757183,-2.884468,0.672209
66,1,2.253008,-3.166531,0.672209
66,2,2.272194,-2.840376,0.672209
66,3,2.279798,-3.550802,0.672209
66,4,2.722102,-3.636822,0.672209
66,5,3.866699,-5.482089,0.672209
66,6,5.903238,-9.974826,0.672209
66,7,7.170740,-11.672585,0.672209
66,8,8.279607,-14.530844,0.672209
66,9,9.276479,-16.657695,0.672209
67,0,0.031691,2.442652,1.058823
67,1,0.772864,1.313851,1.058823
67,2,2.098916,-1.790463,1.058823
67,3,3.009464,-2.605759,1.058823
67,4,3.481085,-2.070441,1.058823
67,5,4.831486,-4.134239,1.058823
67,6,6.986376,-5.903803,1.058823
67,7,7.193832,-8.098514,1.058823
67,8,7.532472,-7.822128,1.058823
67,9,9.034982,-10.652829,1.058823
68,0,1.094958,0.552127,0.934630
68,1,1.921309,0.249139,0.934630
68,2,3.163051,3.016046,0.934630
68,3,4.432502,4.247930,0.934630
68,4,4.689061,3.047020,0.934630
68,5,6.668617,7.306137,0.934630
68,6,7.211058,7.603973,0.934630
68,7,7.401929,7.332792,0.934630
68,8,7.812770,7.047646,0.934630
68,9,8.675877,10.999912,0.934630
69,0,0.586426,2.105611,1.460509
69,1,2.676262,-1.790269,1.460509
69,2,3.217831,1.870839,1.460509
69,3,3.835310,1.039148,1.460509
69,4,6.387177,0.770879,1.460509
69,5,6.784193,-2.322366,1.460509
69,6,7.532798,-3.696480,1.460509
69,7,8.025329,2.114671,1.460509
69,8,9.065074,-4.412117,1.460509
69,9,9.802176,-4.486575,1.460509
70,0,0.223496,-2.840413,0.932714
70,1,0.534828,-2.094604,0.932714
70,2,1.536679,1.620573,0.932714
70,3,2.238975,-0.604976,0.932714
70,4,3.080250,0.733240,0.932714
70,5,4.357755,4.290894,0.932714
70,6,6.198752,4.497981,0.932714
70,7,6.271190,5.749462,0.932714
70,8,7.804578,4.830505,0.932714
70,9,8.362501,6.685542,0.932714
71,0,0.110369,-3.197652,0.952301
71,1,0.152100,-1.647236,0.952301
71,2,2.135593,-4.911989,0.952301
71,3,3.250507,-4.772346,0.952301
71,4,3.498645,-5.873981,0.952301
71,5,4.277745,-6.556832,0.952301
71,6,4.772920,-6.674934,0.952301
